"Year","bank_id","Model","MES","CoVaR","ACoVaR","Size","Lev","Cost_TI","NPA","DSIB","RWA_TA","WPS","ROE","Acquirer","Target","Type","Distance","MES_pos","ACoVar_pos","CoVar_pos","SIZE_ortho","INSTABILITY","ENDOGENOUS","EXOGENOUS","Model_lag","MES_lag","ACoVar_lag","CoVar_lag","SIZE_lag","Lev_lag","Cost_TI_lag","NPA_lag","DSIB_lag","RWA_TA_lag","WPS_lag","ROE_lag","Type_lag","Acquirer_lag","Target_lag","Distance_lag","IMR_BM4","IMR_BM1","IMR_BM2","IMR_BM3","BM1_lag","BM2_lag","BM3_lag"
2020,"BBB","BM3",-10.8136139,-2.4602169,-0.8217467,11.42647174,6.035868819,19.51429445,1.476618814,0,6.400491,0.4084531,22.9095269,0,0,0,57.73729922,10.8136139,0.8217467,2.4602169,-0.0915276864879986,1,0,1,"BM3",1.1132668,0.5815184,1.7214932,-0.521878990436759,5.03865264,23.49053981,2.03695175,0,7.2391502,0.3354762,18.96162931,0,1,0,41.39101698,-0.102176525484968,-0.0356780376330662,-0.0215755658527541,-0.980372062298536,0,0,1
2021,"BBB","BM3",-3.7918354,-1.7900247,-0.5771432,11.65282805,6.607017537,19.36473774,6.813143122,0,5.9664426,0.5004531,13.529,0,0,0,48.74136142,3.7918354,0.5771432,1.7900247,-0.277670373049469,0,0,0,"BM3",10.8136139,0.8217467,2.4602169,-0.0915276864879986,6.035868819,19.51429445,1.476618814,0,6.400491,0.4084531,22.9095269,0,0,0,57.73729922,-0.0599012947557131,-0.0197659775967675,-0.018989652899713,-0.98963610302533,0,0,1
2022,"BBB","BM3",-3.577327,-1.9096935,-0.6066095,11.84219449,7.996891372,21.10666512,6.45809843,0,5.7654956,0.5606927,0.723176,0,0,0,34.06559538,3.577327,0.6066095,1.9096935,-0.0237911152060239,0,0,0,"BM3",3.7918354,0.5771432,1.7900247,-0.277670373049469,6.607017537,19.36473774,6.813143122,0,5.9664426,0.5004531,13.529,0,0,0,48.74136142,-0.402869223751067,-0.134973158221682,-0.177211692833387,-0.832468792395344,0,0,1
2023,"BBB","BM3",-1.2806323,-1.5097867,-0.5222091,11.95784903,7.97238112,25.23679438,4.868841517,0,5.224403,0.5667261,11.877881,0,0,0,32.38869851,1.2806323,0.5222091,1.5097867,0.425387533828672,0,0,0,"BM3",3.577327,0.6066095,1.9096935,-0.0237911152060239,7.996891372,21.10666512,6.45809843,0,5.7654956,0.5606927,0.723176,0,0,0,34.06559538,-0.512894108759764,-0.298329883874875,-0.146169696662133,-0.717547940688054,0,0,1
2024,"BBB","BM3",-3.0451667,-1.8424404,-0.6633994,12.08864888,8.246601591,27.81545172,3.840994107,0,4.9553883,0.6220919,10.839523,0,0,0,29.39526237,3.0451667,0.6633994,1.8424404,0.71250945014229,0,0,0,"BM3",1.2806323,0.5222091,1.5097867,0.425387533828672,7.97238112,25.23679438,4.868841517,0,5.224403,0.5667261,11.877881,0,0,0,32.38869851,-0.570702902451259,-0.315520083553978,-0.214123857465203,-0.636812175333217,0,0,1
2006,"BMH","BM2",-4.5018159,-2.4246399,-0.472287,10.34863845,19.85474465,26.07056751,5.527481374,0,12.2380674,1.2429628,3.261611,0,0,1,18.12667341,4.5018159,0.472287,2.4246399,-0.549897702175733,0,0,0,"BM2",2.4031766,0.4530114,1.9408678,-0.544174801149694,21.32035315,26.16972883,6.999301452,0,10.3247218,1.5697002,11.895241,1,0,0,30.49396664,-0.18085613830077,-0.327539393502994,-0.875825395206384,-0.0887223875547216,0,1,0
2007,"BMH","BM2",-3.0259346,-2.7449246,-0.4929959,10.57155979,22.3949631,24.97588289,3.495013213,0,9.1511557,1.2576988,16.405206,0,0,1,14.6071044,3.0259346,0.4929959,2.7449246,-0.0272166386806126,1,0,1,"BM2",4.5018159,0.472287,2.4246399,-0.549897702175733,19.85474465,26.07056751,5.527481374,0,12.2380674,1.2429628,3.261611,1,0,0,18.12667341,-0.298266198180573,-0.618560763921127,-0.625543657356274,-0.154264228255752,0,1,0
2008,"BMH","BM2",-3.9849669,-3.8291564,-0.562743,10.78209539,27.02825884,21.8893427,2.570642325,0,8.2406044,1.2577577,18.640419,0,0,1,16.20297292,3.9849669,0.562743,3.8291564,0.428107825311102,1,0,1,"BM2",3.0259346,0.4929959,2.7449246,-0.0272166386806126,22.3949631,24.97588289,3.495013213,0,9.1511557,1.2576988,16.405206,1,0,0,14.6071044,-0.304058857784037,-0.684000063441291,-0.577675656979886,-0.0769199453514777,0,1,0
2009,"BMH","BM2",-1.6913098,-3.2049098,-0.5965542,10.98580706,23.45091359,20.09814763,2.293134197,0,6.0524457,1.286053,17.455004,0,0,1,13.49132514,1.6913098,0.5965542,3.2049098,0.295640589399965,1,0,1,"BM2",3.9849669,0.562743,3.8291564,0.428107825311102,27.02825884,21.8893427,2.570642325,0,8.2406044,1.2577577,18.640419,1,0,0,16.20297292,-0.248137269904667,-0.712142355556571,-0.577037892606588,-0.0702324321664555,0,1,0
2010,"BMH","BM2",-1.6496221,-1.8834738,-0.469007,11.17122061,24.85849194,20.14240312,2.956031779,0,4.7409242,1.3335821,16.354524,0,0,1,17.80010059,1.6496221,0.469007,1.8834738,0.490226253907184,0,0,0,"BM2",1.6913098,0.5965542,3.2049098,0.295640589399965,23.45091359,20.09814763,2.293134197,0,6.0524457,1.286053,17.455004,1,0,0,13.49132514,-0.33351196595783,-0.79405621073979,-0.385781389775864,-0.0881875350496151,0,1,0
2011,"BMH","BM2",-2.1821866,-2.3515614,-0.4524106,11.24429041,19.25047554,26.98127062,2.471601953,0,10.482203,1.1902819,9.67556,0,0,1,14.2495571,2.1821866,0.4524106,2.3515614,0.571424098665245,0,0,0,"BM2",1.6496221,0.469007,1.8834738,0.490226253907184,24.85849194,20.14240312,2.956031779,0,4.7409242,1.3335821,16.354524,1,0,0,17.80010059,-0.289653592266283,-0.753704684662566,-0.48870338770147,-0.0902930675069572,0,1,0
2012,"BMH","BM4",-2.0509363,-1.9535776,-0.4031934,11.42012338,19.29789805,20.91142416,2.27628122,0,10.3950645,1.1858383,9.911419,0,0,1,8.976635518,2.0509363,0.4031934,1.9535776,0.530458717975603,0,0,0,"BM2",2.1821866,0.4524106,2.3515614,0.571424098665245,19.25047554,26.98127062,2.471601953,0,10.482203,1.1902819,9.67556,1,0,0,14.2495571,-0.350445435855062,-0.660770674270158,-0.502842063494839,-0.242710905403525,0,1,0
2013,"BMH","BM4",-2.151597,-1.97562,-0.3992799,11.66952576,18.2826224,17.06953846,1.488990746,0,8.4857749,1.2697312,13.66092,0,0,1,8.414469687,2.151597,0.3992799,1.97562,0.591574978860338,0,0,0,"BM4",2.0509363,0.4031934,1.9535776,0.530458717975603,19.29789805,20.91142416,2.27628122,0,10.3950645,1.1858383,9.911419,1,0,0,8.976635518,-0.459133458504831,-0.737429327664114,-0.301691629192312,-0.190797173797472,0,0,0
2014,"BMH","BM1",-2.2571097,-1.5946796,-0.3714552,11.82276072,18.50127991,18.65051273,3.164647659,0,9.7022384,1.3688119,5.607931,0,0,1,5.449919379,2.2571097,0.3714552,1.5946796,0.645114354952812,0,0,0,"BM4",2.151597,0.3992799,1.97562,0.591574978860338,18.2826224,17.06953846,1.488990746,0,8.4857749,1.2697312,13.66092,1,0,0,8.414469687,-0.527302129611479,-0.732587695828504,-0.196092894350821,-0.19676688119133,0,0,0
2015,"BMH","BM1",-1.8945142,-1.838028,-0.3986781,11.89149061,18.10000452,18.47598571,6.325504319,0,6.0981051,1.2944778,5.839688,0,0,1,11.22251759,1.8945142,0.3986781,1.838028,0.44208340523819,1,1,0,"BM1",2.2571097,0.3714552,1.5946796,0.645114354952812,18.50127991,18.65051273,3.164647659,0,9.7022384,1.3688119,5.607931,1,0,0,5.449919379,-0.523691187503808,-0.737795453031727,-0.232346313447273,-0.148142078201673,1,0,0
2016,"BMH","BM1",-2.4399723,-1.8072125,-0.4104489,11.98889454,18.31736547,18.14070026,9.336411235,0,6.480942,1.3771388,1.194755454,0,0,1,9.825522302,2.4399723,0.4104489,1.8072125,0.29709079101719,1,1,0,"BM1",1.8945142,0.3986781,1.838028,0.44208340523819,18.10000452,18.47598571,6.325504319,0,6.0981051,1.2944778,5.839688,1,0,0,11.22251759,-0.529405117335463,-0.681546697387254,-0.381454389565754,-0.0732725751956094,1,0,0
2017,"BMH","BM2",-0.7820233,-1.4539349,-0.3847793,11.97869502,21.59000721,21.04412588,16.92855868,0,6.5590955,1.2514376,-16.97948025,0,0,1,15.35781336,0.7820233,0.3847793,1.4539349,0.0229751072777666,1,1,0,"BM1",2.4399723,0.4104489,1.8072125,0.29709079101719,18.31736547,18.14070026,9.336411235,0,6.480942,1.3771388,1.194755454,1,0,0,9.825522302,-0.545060583850906,-0.612712967835663,-0.477074535679738,-0.0287243830512788,1,0,0
2018,"BMH","BM2",-1.4491672,-1.6955116,-0.4140648,11.95971642,15.72097125,21.45919837,19.47613825,0,15.0969402,1.1784053,-13.22653028,0,0,1,22.31724054,1.4491672,0.4140648,1.6955116,-0.341425514782984,1,1,0,"BM2",0.7820233,0.3847793,1.4539349,0.0229751072777666,21.59000721,21.04412588,16.92855868,0,6.5590955,1.2514376,-16.97948025,1,0,0,15.35781336,-0.247439948301645,-0.332204157889305,-0.866750617998369,-0.00326489800520427,0,1,0
2019,"BMH","BM2",-1.6201687,-1.7969271,-0.4304207,12.01088182,28.6675196,24.871458,16.39566819,0,14.1099502,1.0914409,-61.00559093,0,0,1,26.93053631,1.6201687,0.4304207,1.7969271,0.528663751895793,1,1,0,"BM2",1.4491672,0.4140648,1.6955116,-0.341425514782984,15.72097125,21.45919837,19.47613825,0,15.0969402,1.1784053,-13.22653028,1,0,0,22.31724054,-0.260112784944633,-0.0987705409281006,-0.932287062529392,-0.00373995460328172,0,1,0
2020,"BMH","BM2",-3.1550582,-2.4597178,-0.5211977,12.03686778,15.7008643,23.43885247,12.80670316,0,25.5098302,1.073817,4.711580376,0,0,1,25.34920526,3.1550582,0.5211977,2.4597178,0.568204613790834,1,0,1,"BM2",1.6201687,0.4304207,1.7969271,0.528663751895793,28.6675196,24.871458,16.39566819,0,14.1099502,1.0914409,-61.00559093,1,0,0,26.93053631,-0.0594065747169667,-0.323073177532671,-0.902313984980623,-0.101311302711572,0,1,0
2021,"BMH","BM2",-3.3368034,-1.7576843,-0.4743185,12.18925712,16.20886095,24.59302762,7.226575272,0,23.0207182,1.1168292,4.808,0,0,1,27.6303989,3.3368034,0.4743185,1.7576843,1.10503719132067,0,0,0,"BM2",3.1550582,0.5211977,2.4597178,0.568204613790834,15.7008643,23.43885247,12.80670316,0,25.5098302,1.073817,4.711580376,1,0,0,25.34920526,-0.297571675473505,-0.0630262093015687,-0.921558729668843,-0.0421901841601881,0,1,0
2022,"BMH","BM2",-4.1099979,-1.8644287,-0.4483289,12.34848917,16.60882589,24.56027742,3.939084209,0,17.7096175,1.1774546,8.851826,0,0,1,28.48304073,4.1099979,0.4483289,1.8644287,1.4290580398866,0,0,0,"BM2",3.3368034,0.4743185,1.7576843,1.10503719132067,16.20886095,24.59302762,7.226575272,0,23.0207182,1.1168292,4.808,1,0,0,27.6303989,-0.331756156874912,-0.137294367986254,-0.781292755495649,-0.388004171621843,0,1,0
2023,"BMH","BM2",-2.6747599,-1.5006831,-0.379429,12.49744063,17.14585886,21.57376093,2.474881438,0,13.8624601,1.2276052,17.643842,0,0,1,24.88868978,2.6747599,0.379429,1.5006831,1.58330070399296,0,0,0,"BM2",4.1099979,0.4483289,1.8644287,1.4290580398866,16.60882589,24.56027742,3.939084209,0,17.7096175,1.1774546,8.851826,1,0,0,28.48304073,-0.298363918206257,-0.194114599718956,-0.569081470680038,-0.65590668458049,0,1,0
2024,"BMH","BM2",-3.0782068,-1.7943239,-0.4005519,12.63505198,15.61143802,20.49318648,1.882046381,0,13.2658287,1.2457629,22.98497,0,0,1,26.47499837,3.0782068,0.4005519,1.7943239,1.6431872573594,0,0,0,"BM2",2.6747599,0.379429,1.5006831,1.58330070399296,17.14585886,21.57376093,2.474881438,0,13.8624601,1.2276052,17.643842,1,0,0,24.88868978,-0.436004056288082,-0.304364098094357,-0.518554238900435,-0.556084365218582,0,1,0
2006,"BOB","BM4",-4.4394575,-2.7308423,-0.8949987,11.63861077,14.45515618,29.16292431,3.895246497,0,2.361581,4.3268251,12.276545,0,0,1,18.50199619,4.4394575,0.8949987,2.7308423,-0.292564199461079,0,0,0,"BM2",3.5771481,0.8334019,2.2386324,-0.695225423851109,16.82096065,25.62206789,7.295993112,0,2.4673154,4.4261679,12.582215,1,0,0,24.62450517,-0.369050037215903,-0.429253144576315,-0.758877351631569,-0.0614427875348448,0,1,0
2007,"BOB","BM4",-4.1794806,-2.9477106,-0.879937,11.87162159,16.54881009,24.49781666,2.469485563,0,2.1640058,4.6317731,12.446239,0,0,1,11.04384501,4.1794806,0.879937,2.9477106,-0.0938476257432791,1,0,1,"BM4",4.4394575,0.8949987,2.7308423,-0.292564199461079,14.45515618,29.16292431,3.895246497,0,2.361581,4.3268251,12.276545,1,0,0,18.50199619,-0.435605209956131,-0.587120889836112,-0.562159495996458,-0.163666725784171,0,0,0
2008,"BOB","BM4",-5.625413,-4.2356897,-1.1085468,12.09848474,16.26228781,21.88531356,1.839846943,0,1.5728266,4.5792562,14.578363,0,0,1,8.411053825,5.625413,1.1085468,4.2356897,0.0744639318560532,1,0,1,"BM4",4.1794806,0.879937,2.9477106,-0.0938476257432791,16.54881009,24.49781666,2.469485563,0,2.1640058,4.6317731,12.446239,1,0,0,11.04384501,-0.49634702392093,-0.715149823815407,-0.337771690099626,-0.128547669472766,0,0,0
2009,"BOB","BM4",-3.6951476,-3.592003,-1.0221426,12.33126037,17.59915471,20.03481729,1.272344708,0,1.1477456,4.7351078,18.619248,0,0,1,8.862336843,3.6951476,1.0221426,3.592003,0.342099766104188,1,0,1,"BM4",5.625413,1.1085468,4.2356897,0.0744639318560532,16.26228781,21.88531356,1.839846943,0,1.5728266,4.5792562,14.578363,1,0,0,8.411053825,-0.550946767609139,-0.722771756713495,-0.242868243710211,-0.116760672682036,0,0,0
2010,"BOB","BM4",-1.5571062,-2.133551,-0.8178861,12.53651496,18.42378207,19.53673481,1.64389542,0,0.9145903,5.0824944,21.856067,0,0,1,7.445248,1.5571062,0.8178861,2.133551,0.48722803396937,0,0,0,"BM4",3.6951476,1.0221426,3.592003,0.342099766104188,17.59915471,20.03481729,1.272344708,0,1.1477456,4.7351078,18.619248,1,0,0,8.862336843,-0.571725869297858,-0.708683118398702,-0.242312420407383,-0.109792848623513,0,0,0
2011,"BOB","BM1",-2.0151788,-2.5683283,-0.8603096,12.78939708,17.03122635,18.74798887,1.621772991,0,0.7548286,5.4388589,23.467162,0,0,1,5.579247316,2.0151788,0.8603096,2.5683283,0.535852423163729,0,0,0,"BM4",1.5571062,0.8178861,2.133551,0.48722803396937,18.42378207,19.53673481,1.64389542,0,0.9145903,5.0824944,21.856067,1,0,0,7.445248,-0.609858278690155,-0.674488415688532,-0.270785917993955,-0.0677688652323405,0,0,0
2012,"BOB","BM1",-2.848909,-2.143464,-0.7989194,13.01103278,16.2799395,15.5871076,1.889380376,0,0.6284237,5.9637129,20.638568,0,0,1,5.667993189,2.848909,0.7989194,2.143464,0.407541544992551,0,0,0,"BM1",2.0151788,0.8603096,2.5683283,0.535852423163729,17.03122635,18.74798887,1.621772991,0,0.7548286,5.4388589,23.467162,1,0,0,5.579247316,-0.686885097981009,-0.619596418126828,-0.228060971543006,-0.059116788050514,1,0,0
2013,"BOB","BM1",-3.9901698,-2.2355538,-0.828545,13.21245166,17.11432749,15.31587175,2.398529901,0,0.5806283,6.3782493,15.074852,0,0,1,8.448335331,3.9901698,0.828545,2.2355538,0.468048519670382,0,0,0,"BM1",2.848909,0.7989194,2.143464,0.407541544992551,16.2799395,15.5871076,1.889380376,0,0.6284237,5.9637129,20.638568,1,0,0,5.667993189,-0.742037071053132,-0.578165868706696,-0.16720312046567,-0.0682205839926846,1,0,0
2014,"BOB","BM1",-2.8481114,-1.8228662,-0.7673529,13.39924413,18.32686289,16.44392196,2.94176784,0,0.5317835,6.6668564,13.364949,0,0,1,9.339927474,2.8481114,0.7673529,1.8228662,0.652736930356162,0,0,0,"BM1",3.9901698,0.828545,2.2355538,0.468048519670382,17.11432749,15.31587175,2.398529901,0,0.5806283,6.3782493,15.074852,1,0,0,8.448335331,-0.717872065110416,-0.586054973264182,-0.196213280154754,-0.10030772991217,1,0,0
2015,"BOB","BM1",-3.5826993,-2.1354251,-0.8177834,13.4800218,17.94859568,16.20191674,3.718769637,0,0.49197,6.5462172,8.964362,0,0,1,9.949869767,3.5826993,0.8177834,2.1354251,0.647647123816757,1,1,0,"BM1",2.8481114,0.7673529,1.8228662,0.652736930356162,18.32686289,16.44392196,2.94176784,0,0.5317835,6.6668564,13.364949,1,0,0,9.339927474,-0.694588492693174,-0.583681474378545,-0.262028223272065,-0.0940144326963257,1,0,0
2016,"BOB","BM1",-3.2771537,-2.0822789,-0.8015392,13.41708533,16.70132895,18.18816106,9.992433804,0,0.5222133,5.6876816,-13.48305684,0,0,1,10.35670865,3.2771537,0.8015392,2.0822789,0.235324077924662,1,1,0,"BM1",3.5826993,0.8177834,2.1354251,0.647647123816757,17.94859568,16.20191674,3.718769637,0,0.49197,6.5462172,8.964362,1,0,0,9.949869767,-0.691074026539956,-0.583970247610585,-0.263786159433054,-0.102997624040836,1,0,0
2017,"BOB","BM2",-1.8935022,-1.6832585,-0.7334526,13.45148786,17.24117451,18.98852908,10.45717622,0,0.5433018,5.4149123,3.436267175,0,0,1,11.7863756,1.8935022,0.7334526,1.6832585,0.506411268240172,1,1,0,"BM1",3.2771537,0.8015392,2.0822789,0.235324077924662,16.70132895,18.18816106,9.992433804,0,0.5222133,5.6876816,-13.48305684,1,0,0,10.35670865,-0.621331752353474,-0.586791658224849,-0.407600803099839,-0.0490265057121139,1,0,0
2018,"BOB","BM1",-1.1948583,-1.9173097,-0.7737763,13.48700617,16.5918552,20.22309741,12.25850936,0,0.6072691,5.0136898,-5.810918941,0,0,1,8.496298332,1.1948583,0.7737763,1.9173097,0.468734138180343,1,1,0,"BM2",1.8935022,0.7334526,1.6832585,0.506411268240172,17.24117451,18.98852908,10.45717622,0,0.5433018,5.4149123,3.436267175,1,0,0,11.7863756,-0.630192850227646,-0.41290821266338,-0.581054292932277,-0.0142527442976489,0,1,0
2019,"BOB","BM1",-3.1111175,-2.0212704,-0.7834868,13.5683143,16.99975514,20.13369804,9.613744405,0,0.5060318,4.9562149,0.970545211,1,0,1,7.522593428,3.1111175,0.7834868,2.0212704,0.80744998792326,1,1,0,"BM1",1.1948583,0.7737763,1.9173097,0.468734138180343,16.5918552,20.22309741,12.25850936,0,0.6072691,5.0136898,-5.810918941,1,0,0,8.496298332,-0.610975400123545,-0.442449007832564,-0.579698260252068,-0.00989420254109097,1,0,0
2020,"BOB","BM1",-6.2586876,-2.8285118,-0.9226085,13.96213198,16.11433953,21.8681076,9.400049275,0,0.6008817,6.7690974,0.842950979,0,0,1,7.62597421,6.2586876,0.9226085,2.8285118,0.746117953401808,1,0,1,"BM1",3.1111175,0.7834868,2.0212704,0.80744998792326,16.99975514,20.13369804,9.613744405,0,0.5060318,4.9562149,0.970545211,1,1,0,7.522593428,-0.662912026197436,-0.411960505892112,-0.536155619734797,-0.0488192775805246,1,0,0
2021,"BOB","BM2",-4.120981,-2.0873253,-0.8212827,13.95992667,14.995833,24.6241098,8.870657647,0,0.5979205,6.2065262,1.113,0,0,1,8.730183609,4.120981,0.8212827,2.0873253,0.961554616912759,0,0,0,"BM1",6.2586876,0.9226085,2.8285118,0.746117953401808,16.11433953,21.8681076,9.400049275,0,0.6008817,6.7690974,0.842950979,1,0,0,7.62597421,-0.676008964013168,-0.40355079182991,-0.533956646150265,-0.018487768964231,1,0,0
2022,"BOB","BM2",-4.3602192,-2.2299255,-0.846839,14.06080678,14.87607914,26.69023622,6.607753992,0,0.5167582,6.0878889,8.925485,0,0,1,8.562401074,4.3602192,0.846839,2.2299255,1.36831685170348,0,0,0,"BM2",4.120981,0.8212827,2.0873253,0.961554616912759,14.995833,24.6241098,8.870657647,0,0.5979205,6.2065262,1.113,1,0,0,8.730183609,-0.639548382315256,-0.402129555060859,-0.576279479291827,-0.0268475974548003,0,1,0
2023,"BOB","BM1",-2.9468842,-1.7208317,-0.7388367,14.19296126,14.84950734,24.61322676,3.79183684,0,0.4371731,6.3125276,15.325494,0,0,1,9.740160459,2.9468842,0.7388367,1.7208317,1.58688513404259,0,0,0,"BM2",4.3602192,0.846839,2.2299255,1.36831685170348,14.87607914,26.69023622,6.607753992,0,0.5167582,6.0878889,8.925485,1,0,0,8.562401074,-0.636936662430888,-0.400587841506203,-0.577761385397241,-0.0380628664428751,0,1,0
2024,"BOB","BM1",-3.1191875,-2.0424945,-0.78364,14.27659774,14.13069315,22.22768207,2.919161967,0,0.400371,6.1056035,16.905756,0,0,1,11.29597328,3.1191875,0.78364,2.0424945,1.65354875532845,0,0,0,"BM1",2.9468842,0.7388367,1.7208317,1.58688513404259,14.84950734,24.61322676,3.79183684,0,0.4371731,6.3125276,15.325494,1,0,0,9.740160459,-0.705947451417855,-0.427814044746094,-0.450731296486566,-0.087604201505582,1,0,0
2006,"BOI","BM4",-6.0241824,-2.6360303,-0.8451067,11.62870004,22.52744597,25.75328919,3.719017501,0,4.0444304,4.3393,14.847141,0,0,1,16.17490086,6.0241824,0.8451067,2.6360303,0.14715336183245,0,0,0,"BM4",4.6009144,0.7265016,2.1302004,-0.202891622935229,21.27232612,26.88518172,5.478916959,0,4.4613855,4.2894634,8.025154,1,0,0,16.86977458,-0.305414563631541,-0.574695186731418,-0.690096045872658,-0.0591317197976319,0,0,0
2007,"BOI","BM4",-5.8141107,-2.8755053,-0.9142894,11.86229271,24.05563413,24.84399985,2.419605719,0,2.9294092,4.4451078,20.647886,0,0,1,13.07870522,5.8141107,0.9142894,2.8755053,0.526700404955308,1,0,1,"BM4",6.0241824,0.8451067,2.6360303,0.14715336183245,22.52744597,25.75328919,3.719017501,0,4.0444304,4.3393,14.847141,1,0,0,16.17490086,-0.325078011846338,-0.605836544941425,-0.650513883064044,-0.0663864361108286,0,0,0
2008,"BOI","BM4",-4.2428123,-4.079374,-1.125939,12.09419079,16.88765461,18.27639911,1.68215832,0,2.4425779,4.5183493,24.378903,0,0,1,8.982309502,4.2428123,1.125939,4.079374,0.0861574864422891,1,0,1,"BM4",5.8141107,0.9142894,2.8755053,0.526700404955308,24.05563413,24.84399985,2.419605719,0,2.9294092,4.4451078,20.647886,1,0,0,13.07870522,-0.34169842724668,-0.653622732983048,-0.596637903011223,-0.049571157390505,0,0,0
2009,"BOI","BM1",-5.1059779,-3.3352336,-0.87805,12.32608327,16.71012095,15.94890518,1.707215759,0,1.7926189,4.6689414,24.973487,0,0,1,7.895236836,5.1059779,0.87805,3.3352336,0.169480130790721,1,0,1,"BM4",4.2428123,1.125939,4.079374,0.0861574864422891,16.88765461,18.27639911,1.68215832,0,2.4425779,4.5183493,24.378903,1,0,0,8.982309502,-0.650049302848514,-0.64639151857447,-0.242353920772348,-0.0799382613022372,0,0,0
2010,"BOI","BM1",-2.5652927,-1.9943879,-0.6842833,12.5244044,19.32302026,17.89646721,3.314652519,0,1.4780912,4.8402324,12.559598,0,0,1,6.456027088,2.5652927,0.6842833,1.9943879,0.366181562506915,0,0,0,"BM1",5.1059779,0.87805,3.3352336,0.169480130790721,16.71012095,15.94890518,1.707215759,0,1.7926189,4.6689414,24.973487,1,0,0,7.895236836,-0.694436523449201,-0.623385847892808,-0.19451302577221,-0.0696039872975207,1,0,0
2011,"BOI","BM4",-2.6595468,-2.4931791,-0.8564101,12.76903297,20.30993317,20.77700605,2.63801085,0,1.280414,5.3221598,15.790947,0,0,1,9.033230956,2.6595468,0.8564101,2.4931791,0.72364449339985,0,0,0,"BM1",2.5652927,0.6842833,1.9943879,0.366181562506915,19.32302026,17.89646721,3.314652519,0,1.4780912,4.8402324,12.559598,1,0,0,6.456027088,-0.577290998367891,-0.710921925127323,-0.257187335315226,-0.0575189221504706,1,0,0
2012,"BOI","BM1",-3.816151,-2.131454,-0.8164226,12.85979132,18.3445959,15.53576196,2.905138629,0,1.2502604,4.9308692,13.999179,0,0,1,8.536460808,3.816151,0.8164226,2.131454,0.556290546428132,0,0,0,"BM4",2.6595468,0.8564101,2.4931791,0.72364449339985,20.30993317,20.77700605,2.63801085,0,1.280414,5.3221598,15.790947,1,0,0,9.033230956,-0.545911377293406,-0.673384124280429,-0.373876776970514,-0.0712724867845058,0,0,0
2013,"BOI","BM1",-5.4075979,-2.2169982,-0.8265784,13.02277002,18.92297694,14.94478169,2.991880578,0,1.1962298,5.1393832,12.252006,0,0,1,7.229905226,5.4075979,0.8265784,2.2169982,0.659543658743893,0,0,0,"BM1",3.816151,0.8164226,2.131454,0.556290546428132,18.3445959,15.53576196,2.905138629,0,1.2502604,4.9308692,13.999179,1,0,0,8.536460808,-0.646950698779321,-0.656882587173676,-0.221633530299574,-0.0867960808228575,1,0,0
2014,"BOI","BM1",-3.7719972,-1.8365811,-0.7571716,13.25897288,19.15545192,15.87478635,3.154628046,0,1.1251709,5.5896447,10.138218,0,0,1,10.50386911,3.7719972,0.7571716,1.8365811,0.800360480356683,0,0,0,"BM1",5.4075979,0.8265784,2.2169982,0.659543658743893,18.92297694,14.94478169,2.991880578,0,1.1962298,5.1393832,12.252006,1,0,0,7.229905226,-0.648068497091272,-0.662797936908423,-0.209413342312897,-0.0800411344963815,1,0,0
2015,"BOI","BM1",-5.1242756,-2.1157906,-0.7848286,13.33537216,19.67446485,16.97050901,5.390285297,0,1.0026887,5.6382846,5.56926,0,0,1,8.998379386,5.1242756,0.7848286,2.1157906,0.760298037618353,1,1,0,"BM1",3.7719972,0.7571716,1.8365811,0.800360480356683,19.15545192,15.87478635,3.154628046,0,1.1251709,5.5896447,10.138218,1,0,0,10.50386911,-0.63861910399157,-0.635269201548497,-0.266043198204041,-0.11746279206542,1,0,0
2016,"BOI","BM1",-3.4968581,-2.0470654,-0.7567013,13.32107312,19.66603275,20.5538956,13.06891787,0,1.1157464,5.082951,-19.49786417,0,0,1,8.88882296,3.4968581,0.7567013,2.0470654,0.350492703044334,1,1,0,"BM1",5.1242756,0.7848286,2.1157906,0.760298037618353,19.67446485,16.97050901,5.390285297,0,1.0026887,5.6382846,5.56926,1,0,0,8.998379386,-0.626574082925474,-0.619228821721535,-0.347483758081837,-0.0586422553390562,1,0,0
2017,"BOI","BM2",-2.2297316,-1.6730501,-0.6910723,13.34759956,20.35774608,19.24703436,13.21638391,0,1.3881092,4.8601407,-5.044826286,0,0,1,8.775996005,2.2297316,0.6910723,1.6730501,0.534886190159826,1,1,0,"BM1",3.4968581,0.7567013,2.0470654,0.350492703044334,19.66603275,20.5538956,13.06891787,0,1.1157464,5.082951,-19.49786417,1,0,0,8.88882296,-0.471059739906457,-0.543092434685731,-0.622040572675939,-0.0134952750890346,1,0,0
