"Year","bank_id","Model","MES","CoVaR","ACoVaR","Size","Lev","Cost_TI","NPA","DSIB","RWA_TA","WPS","ROE","Acquirer","Target","Type","Distance","MES_pos","ACoVar_pos","CoVar_pos","SIZE_ortho","INSTABILITY","ENDOGENOUS","EXOGENOUS","Model_lag","MES_lag","ACoVar_lag","CoVar_lag","SIZE_lag","Lev_lag","Cost_TI_lag","NPA_lag","DSIB_lag","RWA_TA_lag","WPS_lag","ROE_lag","Type_lag","Acquirer_lag","Target_lag","Distance_lag","IMR_BM4","IMR_BM1","IMR_BM2","IMR_BM3","BM1_lag","BM2_lag","BM3_lag"
2018,"INSD","BM4",-1.687041,-1.8030517,-0.6272213,12.30874728,9.295758785,25.38006065,1.16844364,0,1.8019087,1.285731,16.21114302,1,0,0,23.19208886,1.687041,0.6272213,1.8030517,0.893254684493703,1,1,0,"BM1",0.6030707,0.5363646,1.5088694,0.700699818833394,8.652880348,25.74707413,0.927794856,0,2.1869296,1.1391155,14.95949871,0,1,0,18.07584691,-0.456089278772384,-0.302705058283609,-0.0620003002515116,-0.774678569613638,1,0,0
2019,"INSD","BM4",-2.8870739,-1.942457,-0.6768731,12.53472661,10.41069082,22.94938216,2.098652138,0,1.5320252,1.5121697,13.06650956,0,0,0,22.75433718,2.8870739,0.6768731,1.942457,0.950815059036031,1,1,0,"BM4",1.687041,0.6272213,1.8030517,0.893254684493703,9.295758785,25.38006065,1.16844364,0,1.8019087,1.285731,16.21114302,0,1,0,23.19208886,-0.386760309588027,-0.232660214413157,-0.0705144790662812,-0.837352956597433,0,0,0
2020,"INSD","BM3",-11.1199658,-2.8451019,-1.0179446,12.63479048,9.022433187,23.05175146,2.450323105,0,1.5017623,1.4457185,14.55207843,0,0,0,31.34281581,11.1199658,1.0179446,2.8451019,0.970033483480099,1,0,1,"BM4",2.8870739,0.6768731,1.942457,0.950815059036031,10.41069082,22.94938216,2.098652138,0,1.5320252,1.5121697,13.06650956,0,0,0,22.75433718,-0.620181665328162,-0.462505822377392,-0.113365068047285,-0.523255302043316,0,0,0
2021,"INSD","BM1",-3.5031915,-1.9838108,-0.7379765,12.80208303,8.370098918,23.51014037,2.671563173,0,1.2259276,1.6444135,7.329,0,0,0,20.99393849,3.5031915,0.7379765,1.9838108,0.986737962426397,0,0,0,"BM3",11.1199658,1.0179446,2.8451019,0.970033483480099,9.022433187,23.05175146,2.450323105,0,1.5017623,1.4457185,14.55207843,0,0,0,31.34281581,-0.505407793928547,-0.302595020176631,-0.119155729050115,-0.7289356504258,0,0,1
2022,"INSD","BM1",-3.6793767,-2.0872719,-0.7691132,12.90414414,8.427630293,25.0527564,2.270069168,0,1.0462241,1.7093733,10.127366,0,0,0,19.12420853,3.6793767,0.7691132,2.0872719,1.17887555772871,0,0,0,"BM1",3.5031915,0.7379765,1.9838108,0.986737962426397,8.370098918,23.51014037,2.671563173,0,1.2259276,1.6444135,7.329,0,0,0,20.99393849,-0.625621660862667,-0.429452528981396,-0.0882711978233379,-0.554012666513526,1,0,0
2023,"INSD","BM1",-2.2501638,-1.5510501,-0.5434793,13.03419654,8.381363414,25.62521754,1.981488733,0,0.948947,1.7643903,14.444471,0,0,0,20.36028605,2.2501638,0.5434793,1.5510501,1.36304763071204,0,0,0,"BM1",3.6793767,0.7691132,2.0872719,1.17887555772871,8.427630293,25.0527564,2.270069168,0,1.0462241,1.7093733,10.127366,0,0,0,19.12420853,-0.65954902766846,-0.447399424617751,-0.10041526212142,-0.493055550250541,1,0,0
2024,"INSD","BM1",-2.6727476,-1.9127733,-0.6625158,13.15179624,8.199982005,25.86962531,1.923259272,0,0.8772439,1.7705107,15.244206,0,0,0,20.93014498,2.6727476,0.6625158,1.9127733,1.48525139550686,0,0,0,"BM1",2.2501638,0.5434793,1.5510501,1.36304763071204,8.381363414,25.62521754,1.981488733,0,0.948947,1.7643903,14.444471,0,0,0,20.36028605,-0.680041875869284,-0.414522973800922,-0.117564879522454,-0.48819773051256,1,0,0
2006,"IOB","BM2",-6.0781533,-2.5557084,-0.6656305,10.99133901,18.68101674,25.49964761,3.432800802,0,7.0385245,2.3342607,27.234299,0,0,1,11.75285659,6.0781533,0.6656305,2.5557084,-0.0616199967804963,0,0,0,"BM2",2.0247941,0.5925043,2.0555412,-0.315352904611482,19.73254404,24.38691647,5.283530168,0,7.5501654,2.4076086,27.977678,1,0,0,21.18766515,-0.362848298608853,-0.42034091845213,-0.77151568814912,-0.038730240459698,0,1,0
2007,"IOB","BM2",-4.0481895,-2.7954488,-0.6733275,11.31760169,20.61386022,22.31521695,2.337082403,0,4.9910764,2.5488333,28.137896,1,0,1,8.576291772,4.0481895,0.6733275,2.7954488,0.255532598887348,1,0,1,"BM2",6.0781533,0.6656305,2.5557084,-0.0616199967804963,18.68101674,25.49964761,3.432800802,0,7.0385245,2.3342607,27.234299,1,0,0,11.75285659,-0.460658020199139,-0.599075926960286,-0.570517041901468,-0.0428158315460634,0,1,0
2008,"IOB","BM1",-5.1585521,-4.0380564,-0.8790495,11.53113581,20.92821384,16.92475909,1.632873661,0,4.4842313,2.5398801,27.15175,0,0,1,7.295963199,5.1585521,0.8790495,4.0380564,0.313669596377211,1,0,1,"BM2",4.0481895,0.6733275,2.7954488,0.255532598887348,20.61386022,22.31521695,2.337082403,0,4.9910764,2.5488333,28.137896,1,1,0,8.576291772,-0.511983355339341,-0.618465071110665,-0.478973074699102,-0.10851839690555,0,1,0
2009,"IOB","BM1",-3.932961,-3.3429573,-0.7683537,11.70415224,16.9310614,17.2791123,2.537166066,0,3.4089014,2.4639659,22.065245,0,0,1,5.040161055,3.932961,0.7683537,3.3429573,0.145963699906094,1,0,1,"BM1",5.1585521,0.8790495,4.0380564,0.313669596377211,20.92821384,16.92475909,1.632873661,0,4.4842313,2.5398801,27.15175,1,0,0,7.295963199,-0.534551454099968,-0.742240136842412,-0.265398313223909,-0.0469616102577273,1,0,0
2010,"IOB","BM1",-3.1541993,-1.9153663,-0.5857719,11.78365182,17.42177974,21.6567847,4.712936426,0,2.8118212,2.3340339,9.634551,0,0,1,7.007833546,3.1541993,0.5857719,1.9153663,0.217513675338255,0,0,0,"BM1",3.932961,0.7683537,3.3429573,0.145963699906094,16.9310614,17.2791123,2.537166066,0,3.4089014,2.4639659,22.065245,1,0,0,5.040161055,-0.604539450523685,-0.716394447472487,-0.19201379005098,-0.0485652486357027,1,0,0
2011,"IOB","BM4",-3.1937553,-2.3862215,-0.6498265,12.09393521,19.17272071,19.30350707,2.709757064,0,2.3786054,2.5860399,12.730845,0,0,1,7.228212713,3.1937553,0.6498265,2.3862215,0.629575718085439,0,0,0,"BM1",3.1541993,0.5857719,1.9153663,0.217513675338255,17.42177974,21.6567847,4.712936426,0,2.8118212,2.3340339,9.634551,1,0,0,7.007833546,-0.489917374851016,-0.754031684408437,-0.306574472910711,-0.0506568572938377,1,0,0
2012,"IOB","BM1",-2.7695565,-1.9920854,-0.5955456,12.29973204,18.41411221,16.16272107,2.788989702,0,2.7242525,2.7649002,9.88234,0,0,1,12.5404831,2.7695565,0.5955456,1.9920854,0.59652621425182,0,0,0,"BM4",3.1937553,0.6498265,2.3862215,0.629575718085439,19.17272071,19.30350707,2.709757064,0,2.3786054,2.5860399,12.730845,1,0,0,7.228212713,-0.482604547467919,-0.779320490547239,-0.243760547180029,-0.0778135382008317,0,0,0
2013,"IOB","BM1",-3.6426371,-2.0884721,-0.6103004,12.40760856,18.18009558,15.0459134,4.020258826,0,3.1874434,2.7206478,4.468997,0,0,1,12.75092561,3.6426371,0.6103004,2.0884721,0.545376298855146,0,0,0,"BM1",2.7695565,0.5955456,1.9920854,0.59652621425182,18.41411221,16.16272107,2.788989702,0,2.7242525,2.7649002,9.88234,1,0,0,12.5404831,-0.525798301120898,-0.731725407030101,-0.226021242613334,-0.170038927260859,1,0,0
2014,"IOB","BM1",-3.9813981,-1.6894775,-0.5536943,12.52415782,17.00035482,15.08432133,4.98146106,0,4.1686749,2.671645,4.062042,0,0,1,9.71061133,3.9813981,0.5536943,1.6894775,0.550476932676758,0,0,0,"BM1",3.6426371,0.6103004,2.0884721,0.545376298855146,18.18009558,15.0459134,4.020258826,0,3.1874434,2.7206478,4.468997,1,0,0,12.75092561,-0.542093840899666,-0.719684881584239,-0.226609231427648,-0.169420038860002,1,0,0
2015,"IOB","BM1",-2.8875335,-2.0009482,-0.587468,12.562477,18.26204592,16.1070084,8.334639829,0,4.277833,2.6081508,-2.856385,0,0,1,10.86611473,2.8875335,0.587468,2.0009482,0.461931900672923,1,1,0,"BM1",3.9813981,0.5536943,1.6894775,0.550476932676758,17.00035482,15.08432133,4.98146106,0,4.1686749,2.671645,4.062042,1,0,0,9.71061133,-0.615705902200407,-0.676344366753989,-0.22485377921634,-0.116836082234244,1,0,0
2016,"IOB","BM4",-2.6732507,-1.9433426,-0.5705618,12.52247614,17.5181921,19.29502481,17.3966298,0,6.8100961,2.2245318,-18.50923401,0,0,1,7.784232332,2.6732507,0.5705618,1.9433426,-0.060656806226259,1,1,0,"BM1",2.8875335,0.587468,2.0009482,0.461931900672923,18.26204592,16.1070084,8.334639829,0,4.277833,2.6081508,-2.856385,1,0,0,10.86611473,-0.580795148913871,-0.645930903765716,-0.375878650489331,-0.0563601534729016,1,0,0
2017,"IOB","BM4",-1.7428289,-1.5635143,-0.5034365,12.41782147,17.98294806,21.27219471,22.3875445,0,9.4675303,1.902026,-23.23492973,0,0,1,21.2336119,1.7428289,0.5034365,1.5635143,-0.286431655993832,1,1,0,"BM4",2.6732507,0.5705618,1.9433426,-0.060656806226259,17.5181921,19.29502481,17.3966298,0,6.8100961,2.2245318,-18.50923401,1,0,0,7.784232332,-0.486486758533366,-0.386878696245601,-0.72305578171049,-0.00323763449132507,0,0,0
2018,"IOB","BM2",-2.1714492,-1.7540231,-0.545812,12.42105511,18.68075559,25.78254937,25.2849871,0,21.2995561,1.8384918,-46.63088895,0,0,1,14.58316433,2.1714492,0.545812,1.7540231,-0.219912549851241,1,1,0,"BM4",1.7428289,0.5034365,1.5635143,-0.286431655993832,17.98294806,21.27219471,22.3875445,0,9.4675303,1.902026,-23.23492973,1,0,0,21.2336119,-0.185482988296232,-0.0984288481649071,-0.953976968636449,-0.00091388623357302,0,0,0
2019,"IOB","BM2",-2.1787908,-1.8568263,-0.5554308,12.42924963,15.28179832,20.38495645,21.97297501,0,35.8132913,1.7268584,-25.2270941,0,0,1,24.40335559,2.1787908,0.5554308,1.8568263,-0.00517647162116859,1,1,0,"BM2",2.1714492,0.545812,1.7540231,-0.219912549851241,18.68075559,25.78254937,25.2849871,0,21.2995561,1.8384918,-46.63088895,1,0,0,14.58316433,-0.118457254714504,-0.0525283237556146,-0.97687464544492,-0.00088008911153561,0,1,0
2020,"IOB","BM2",-3.4817775,-2.613367,-0.6658651,12.47122851,16.13910461,24.69847703,14.77516634,0,58.8087212,1.5953571,-52.45235747,0,0,1,25.1520857,3.4817775,0.6658651,2.613367,0.917417233571064,1,0,1,"BM2",2.1787908,0.5554308,1.8568263,-0.00517647162116859,15.28179832,20.38495645,21.97297501,0,35.8132913,1.7268584,-25.2270941,1,0,0,24.40335559,-0.20782329733888,-0.0155634273621517,-0.960053308774942,-0.00870943743162067,0,1,0
2021,"IOB","BM2",-3.9737462,-1.881499,-0.5609264,12.52092117,16.17075317,24.69181838,11.69310211,0,39.1558367,1.5422547,5.024,0,0,1,25.05152381,3.9737462,0.5609264,1.881499,1.3001079451465,0,0,0,"BM2",3.4817775,0.6658651,2.613367,0.917417233571064,16.13910461,24.69847703,14.77516634,0,58.8087212,1.5953571,-52.45235747,1,0,0,25.1520857,-0.0911129179112732,-0.00653856293768872,-0.424661360774573,-0.867407338070498,0,1,0
2022,"IOB","BM2",-4.3675941,-2.0537012,-0.5875715,12.60945949,13.01617406,25.19887356,9.819351914,0,45.6537413,1.5258969,8.559438,0,0,1,24.94529188,4.3675941,0.5875715,2.0537012,1.4576800259941,0,0,0,"BM2",3.9737462,0.5609264,1.881499,1.3001079451465,16.17075317,24.69181838,11.69310211,0,39.1558367,1.5422547,5.024,1,0,0,25.05152381,-0.260256090916171,-0.0198349359648446,-0.931229078311956,-0.0955020697358855,0,1,0
2023,"IOB","BM2",-3.6157459,-1.6007322,-0.5132898,12.65630073,12.41874171,27.31482789,7.444929331,0,37.4222407,1.3681563,8.697226,0,0,1,16.09718082,3.6157459,0.5132898,1.6007322,1.60982484751563,0,0,0,"BM2",4.3675941,0.5875715,2.0537012,1.4576800259941,13.01617406,25.19887356,9.819351914,0,45.6537413,1.5258969,8.559438,1,0,0,24.94529188,-0.348716171072081,-0.0143880407230587,-0.845373960956188,-0.284006051203825,0,1,0
2024,"IOB","BM2",-4.0212,-1.9210873,-0.5557351,12.77148196,12.59859098,29.36076362,3.10221546,0,31.0734413,1.3155089,9.982568,0,0,1,13.74322586,4.0212,0.5557351,1.9210873,2.01551267873199,0,0,0,"BM2",3.6157459,0.5132898,1.6007322,1.60982484751563,12.41874171,27.31482789,7.444929331,0,37.4222407,1.3681563,8.697226,1,0,0,16.09718082,-0.500016611579358,-0.0536798254860888,-0.744055784811045,-0.312275734669619,0,1,0
2006,"JAK","BM4",-3.39478,-2.476744,-0.4787743,10.18297296,14.69819455,19.00024071,2.514976813,0,1.3560801,1.0849002,10.207784,0,0,0,17.23874387,3.39478,0.4787743,2.476744,-1.21180057849287,0,0,0,"BM4",1.1671148,0.4636412,1.9700186,-1.33197849643775,14.66482653,19.61851849,2.718588014,0,1.3105763,1.1779196,7.061314,0,0,0,27.18735019,-0.391186601324361,-0.738717141783288,-0.0932334265060608,-0.430849138283526,0,0,0
2007,"JAK","BM2",-2.2181254,-2.7808438,-0.4562928,10.26278753,14.26098769,18.08369153,2.887048539,0,1.2785303,0.934182,14.41552,0,0,0,11.18706657,2.2181254,0.4562928,2.7808438,-1.14928368552594,1,0,1,"BM4",3.39478,0.4787743,2.476744,-1.21180057849287,14.69819455,19.00024071,2.514976813,0,1.3560801,1.0849002,10.207784,0,0,0,17.23874387,-0.462024254998062,-0.814168238526855,-0.0658346623434391,-0.185525339318592,0,0,0
2008,"JAK","BM2",-4.7991553,-3.9462259,-0.5361427,10.39684104,14.36144994,15.06447883,2.530786892,0,1.1565681,0.8612269,16.78513,0,0,0,11.82031311,4.7991553,0.5361427,3.9462259,-1.06700289952962,1,0,1,"BM2",2.2181254,0.4562928,2.7808438,-1.14928368552594,14.26098769,18.08369153,2.887048539,0,1.2785303,0.934182,14.41552,0,0,0,11.18706657,-0.530831147602343,-0.802228581246733,-0.0537372326985588,-0.0799344740767414,0,1,0
2009,"JAK","BM2",-1.9905236,-3.2201032,-0.512162,10.53723663,14.37105037,14.56342152,2.635615661,0,0.8884635,0.8122685,16.715399,0,0,0,18.01455135,1.9905236,0.512162,3.2201032,-0.943913372159497,1,0,1,"BM2",4.7991553,0.5361427,3.9462259,-1.06700289952962,14.36144994,15.06447883,2.530786892,0,1.1565681,0.8612269,16.78513,0,0,0,11.82031311,-0.570621907914717,-0.775227059589729,-0.0429797594885189,-0.0865201641168286,0,1,0
2010,"JAK","BM4",-1.4563584,-1.8419592,-0.440397,10.6583598,14.13297477,16.62390198,1.970991507,0,0.7172675,0.7844489,18.190995,0,0,0,26.59417766,1.4563584,0.440397,1.8419592,-0.700572997753325,0,0,0,"BM2",1.9905236,0.512162,3.2201032,-0.943913372159497,14.37105037,14.56342152,2.635615661,0,0.8884635,0.8122685,16.715399,0,0,0,18.01455135,-0.578504547217552,-0.747160716817569,-0.0576314691629195,-0.157478921886749,0,1,0
2011,"JAK","BM4",-1.6687167,-2.3651183,-0.4409773,10.82989006,14.51931614,18.61090166,1.946155964,0,0.6997716,0.7955295,18.960941,0,0,0,37.70349227,1.6687167,0.4409773,2.3651183,-0.42303796671931,0,0,0,"BM4",1.4563584,0.440397,1.8419592,-0.700572997753325,14.13297477,16.62390198,1.970991507,0,0.7172675,0.7844489,18.190995,0,0,0,26.59417766,-0.52957868181714,-0.682489215425218,-0.090208810116303,-0.372187528756226,0,0,0
2012,"JAK","BM4",-1.12053,-1.9781631,-0.4295447,11.00657681,14.72430569,15.51640951,1.54003464,0,0.6022404,0.826629,21.216712,0,0,0,35.86443507,1.12053,0.4295447,1.9781631,-0.318946664317263,0,0,0,"BM4",1.6687167,0.4409773,2.3651183,-0.42303796671931,14.51931614,18.61090166,1.946155964,0,0.6997716,0.7955295,18.960941,0,0,0,37.70349227,-0.392070518160888,-0.498121072367635,-0.139885293641415,-0.679709713144782,0,0,0
2013,"JAK","BM4",-1.3632996,-2.0436641,-0.4534786,11.18084996,14.74775436,14.93861501,1.615335107,0,0.5268219,0.8643797,23.55689,0,0,0,33.78440341,1.3632996,0.4534786,2.0436641,-0.163699522828077,0,0,0,"BM4",1.12053,0.4295447,1.9781631,-0.318946664317263,14.72430569,15.51640951,1.54003464,0,0.6022404,0.826629,21.216712,0,0,0,35.86443507,-0.451725541018187,-0.510208392182238,-0.108623128667489,-0.640555817904939,0,0,0
2014,"JAK","BM4",-1.6605513,-1.645834,-0.4393746,11.27237793,13.73603759,16.41678027,1.661987452,0,0.4860475,0.8125449,22.335383,0,0,0,28.65480202,1.6605513,0.4393746,1.645834,-0.0804028491764622,0,0,0,"BM4",1.3632996,0.4534786,2.0436641,-0.163699522828077,14.74775436,14.93861501,1.615335107,0,0.5268219,0.8643797,23.55689,0,0,0,33.78440341,-0.530942680631799,-0.538196367086419,-0.11615165174241,-0.546412998236439,0,0,0
2015,"JAK","BM4",-1.5006165,-1.9271087,-0.4685551,11.23757701,12.42718387,18.40667247,5.969864289,0,0.5080646,0.6970248,8.595754,0,0,0,26.26863846,1.5006165,0.4685551,1.9271087,-0.472912821701934,1,1,0,"BM4",1.6605513,0.4393746,1.645834,-0.0804028491764622,13.73603759,16.41678027,1.661987452,0,0.4860475,0.8125449,22.335383,0,0,0,28.65480202,-0.583367103107754,-0.586200396472773,-0.105492814776199,-0.438068483853361,0,0,0
2016,"JAK","BM4",-2.5805029,-1.8771055,-0.4606354,11.29312719,12.49507726,21.04363831,8.322166224,0,0.5115395,0.6875325,6.638432434,0,0,0,18.73267528,2.5805029,0.4606354,1.8771055,-0.47418892755491,1,1,0,"BM4",1.5006165,0.4685551,1.9271087,-0.472912821701934,12.42718387,18.40667247,5.969864289,0,0.5080646,0.6970248,8.595754,0,0,0,26.26863846,-0.634087609906983,-0.637107084228201,-0.16093728094344,-0.240152411159609,0,0,0
2017,"JAK","BM2",-1.360915,-1.5174513,-0.4413024,11.31470221,14.44882334,23.82706111,11.19959607,0,0.5887063,0.6521481,-26.97900075,0,0,0,20.93677115,1.360915,0.4413024,1.5174513,-0.645989958265822,1,1,0,"BM4",2.5805029,0.4606354,1.8771055,-0.47418892755491,12.49507726,21.04363831,8.322166224,0,0.5115395,0.6875325,6.638432434,0,0,0,18.73267528,-0.67163168931854,-0.645063039736927,-0.205538237892891,-0.0628799189627831,0,0,0
2018,"JAK","BM2",-1.6142571,-1.7185864,-0.4327079,11.40408799,14.55680759,27.88123231,9.961643518,0,0.5438237,0.6783658,3.424983495,0,0,0,21.43411522,1.6142571,0.4327079,1.7185864,-0.0915498129555111,1,1,0,"BM2",1.360915,0.4413024,1.5174513,-0.645989958265822,14.44882334,23.82706111,11.19959607,0,0.5887063,0.6521481,-26.97900075,0,0,0,20.93677115,-0.412935816255629,-0.808136853904389,-0.225660801164862,-0.148409679324753,0,1,0
2019,"JAK","BM2",-2.6615329,-1.8156437,-0.4376532,11.52689037,15.30407871,29.20126524,8.968071081,0,0.4408327,0.6955954,7.270970872,0,0,0,18.53995689,2.6615329,0.4376532,1.8156437,0.217420355245843,1,1,0,"BM2",1.6142571,0.4327079,1.7185864,-0.0915498129555111,14.55680759,27.88123231,9.961643518,0,0.5438237,0.6783658,3.424983495,0,0,0,21.43411522,-0.530642577303335,-0.614421895964993,-0.486620922462574,-0.0440722436890886,0,1,0
2020,"JAK","BM2",-5.0402033,-2.4928724,-0.494796,11.59792905,17.02860427,30.33229675,10.97087487,0,0.5744457,0.6997346,-17.50305778,0,0,0,24.87359089,5.0402033,0.494796,2.4928724,0.129852317516975,1,0,1,"BM2",2.6615329,0.4376532,1.8156437,0.217420355245843,15.30407871,29.20126524,8.968071081,0,0.4408327,0.6955954,7.270970872,0,0,0,18.53995689,-0.521920594341419,-0.626362750266194,-0.483497861069585,-0.0351833236808956,0,1,0
2021,"JAK","BM2",-4.0534785,-1.7660153,-0.4682155,11.69767695,17.62362562,32.69891812,9.670574062,0,0.4862446,0.6935744,6.538,0,0,0,32.47562108,4.0534785,0.4682155,1.7660153,0.625069433663793,0,0,0,"BM2",5.0402033,0.494796,2.4928724,0.129852317516975,17.02860427,30.33229675,10.97087487,0,0.5744457,0.6997346,-17.50305778,0,0,0,24.87359089,-0.337485741975584,-0.684176504202522,-0.546676861004705,-0.105821351702539,0,1,0
2022,"JAK","BM2",-5.3292461,-1.9348702,-0.4859454,11.77991297,16.29746141,41.0252293,8.666037766,0,0.5399886,0.6676722,6.759928,0,0,0,27.83545184,5.3292461,0.4859454,1.9348702,1.01543586608068,0,0,0,"BM2",4.0534785,0.4682155,1.7660153,0.625069433663793,17.62362562,32.69891812,9.670574062,0,0.4862446,0.6935744,6.538,0,0,0,32.47562108,-0.283035113069002,-0.384088203408759,-0.822282442581373,-0.0595050205775594,0,1,0
2023,"JAK","BM2",-2.6605303,-1.5651402,-0.4375652,11.89110337,14.67954994,36.03274667,6.040730473,0,0.4595408,0.6400053,13.336152,0,0,0,21.15356689,2.6605303,0.4375652,1.5651402,1.05255395010625,0,0,0,"BM2",5.3292461,0.4859454,1.9348702,1.01543586608068,16.29746141,41.0252293,8.666037766,0,0.5399886,0.6676722,6.759928,0,0,0,27.83545184,-0.210919555311834,-0.341352630899506,-0.869172625517224,-0.0456681344390418,0,1,0
2024,"JAK","BM2",-4.6599947,-1.8779967,-0.4532726,11.94812146,12.62917636,31.17075261,4.079312592,0,0.4649117,0.6201268,15.936467,0,0,0,20.72478917,4.6599947,0.4532726,1.8779967,0.939030828764179,0,0,0,"BM2",2.6605303,0.4375652,1.5651402,1.05255395010625,14.67954994,36.03274667,6.040730473,0,0.4595408,0.6400053,13.336152,0,0,0,21.15356689,-0.437576647647889,-0.565257301635819,-0.609770602443667,-0.0872538261907719,0,1,0
2006,"KAR","BM4",-5.6470718,-2.5448781,-0.7058826,9.612685478,13.45770956,17.25813672,5.12730255,0,6.8844965,0.6117833,16.852032,0,0,0,24.12921514,5.6470718,0.7058826,2.5448781,-1.83363823784694,0,0,0,"BM4",3.9193275,0.6281986,2.0392763,-2.14811152917016,12.80797351,18.59706588,7.578801106,0,6.8356772,0.5897528,17.557216,0,0,0,25.43161517,-0.687508726269637,-0.605009611493423,-0.238583457092302,-0.0907128962232904,0,0,0
2007,"KAR","BM4",-2.8730494,-2.9039646,-0.7223945,9.694155445,13.09716891,16.60547809,3.944954128,0,6.7820012,0.5204956,15.068307,0,0,0,15.62494254,2.8730494,0.7223945,2.9039646,-1.71617582515868,1,0,1,"BM4",5.6470718,0.7058826,2.5448781,-1.83363823784694,13.45770956,17.25813672,5.12730255,0,6.8844965,0.6117833,16.852032,0,0,0,24.12921514,-0.645251553459285,-0.656074499188808,-0.149684094132793,-0.179343896504872,0,0,0
2008,"KAR","BM4",-4.6307515,-3.9684548,-0.8864567,9.869921348,14.0183905,16.99705256,3.422806701,0,5.1559493,0.5125264,18.46598,0,0,0,20.5578556,4.6307515,0.8864567,3.9684548,-1.4300410919784,1,0,1,"BM4",2.8730494,0.7223945,2.9039646,-1.71617582515868,13.09716891,16.60547809,3.944954128,0,6.7820012,0.5204956,15.068307,0,0,0,15.62494254,-0.631318377461046,-0.708291949787924,-0.0741222821276657,-0.130038387256137,0,0,0
2009,"KAR","BM4",-3.904863,-3.2021247,-0.6753344,10.03704796,14.58673399,15.26105509,3.655829167,0,3.9459765,0.5004253,18.102373,0,0,0,28.53726876,3.904863,0.6753344,3.2021247,-1.32663762962645,1,0,1,"BM4",4.6307515,0.8864567,3.9684548,-1.4300410919784,14.0183905,16.99705256,3.422806701,0,5.1559493,0.5125264,18.46598,0,0,0,20.5578556,-0.604207331845488,-0.70939556690775,-0.100095581708583,-0.178064114661447,0,0,0
2010,"KAR","BM4",-3.3079838,-1.8926521,-0.5811809,10.20439072,14.74373505,16.39489171,3.725951028,0,4.0084776,0.4999168,9.831217,0,0,0,27.5815148,3.3079838,0.5811809,1.8926521,-1.17130052393591,0,0,0,"BM4",3.904863,0.6753344,3.2021247,-1.32663762962645,14.58673399,15.26105509,3.655829167,0,3.9459765,0.5004253,18.102373,0,0,0,28.53726876,-0.5762925715025,-0.668890375477289,-0.125206766714607,-0.30896453377686,0,0,0
2011,"KAR","BM4",-2.49313,-2.4668082,-0.7163498,10.36385135,13.04729205,20.61713603,3.967952134,0,4.454787,0.486771,9.602025,0,0,0,29.42530342,2.49313,0.7163498,2.4668082,-0.966370748500992,0,0,0,"BM4",3.3079838,0.5811809,1.8926521,-1.17130052393591,14.74373505,16.39489171,3.725951028,0,4.0084776,0.4999168,9.831217,0,0,0,27.5815148,-0.498737209652292,-0.68680471598892,-0.108827996172971,-0.395425681342889,0,0,0
2012,"KAR","BM4",-2.9788482,-2.1093657,-0.7069555,10.50016709,13.97945671,16.48220269,3.268351361,0,4.0374448,0.4897821,9.789363,0,0,0,24.63611869,2.9788482,0.7069555,2.1093657,-0.889890210666208,0,0,0,"BM4",2.49313,0.7163498,2.4668082,-0.966370748500992,13.04729205,20.61713603,3.967952134,0,4.454787,0.486771,9.602025,0,0,0,29.42530342,-0.490738113096944,-0.616119139429256,-0.15322835241577,-0.484224955723374,0,0,0
2013,"KAR","BM4",-4.3190894,-2.1591234,-0.730538,10.63408417,14.53454564,16.00305378,2.513563649,0,3.4309689,0.4853,12.761264,0,0,0,21.50202368,4.3190894,0.730538,2.1591234,-0.67594367054317,0,0,0,"BM4",2.9788482,0.7069555,2.1093657,-0.889890210666208,13.97945671,16.48220269,3.268351361,0,4.0374448,0.4897821,9.789363,0,0,0,24.63611869,-0.528749591742989,-0.672451504939602,-0.0887173094521874,-0.390659268441257,0,0,0
2014,"KAR","BM4",-3.4940825,-1.7751994,-0.6850321,10.75851547,15.40817691,18.63069094,2.92038762,0,3.0352484,0.475589,10.52698,0,0,0,14.729879,3.4940825,0.6850321,1.7751994,-0.439983813623818,0,0,0,"BM4",4.3190894,0.730538,2.1591234,-0.67594367054317,14.53454564,16.00305378,2.513563649,0,3.4309689,0.4853,12.761264,0,0,0,21.50202368,-0.546144831654594,-0.703885928648464,-0.0753528272435302,-0.316084564716326,0,0,0
2015,"KAR","BM1",-4.0855568,-2.0360926,-0.7013867,10.85585173,15.29527115,17.33707887,2.951086924,0,2.9295645,0.4876976,14.017454,0,0,0,7.281766498,4.0855568,0.7013867,2.0360926,-0.380315640352896,1,1,0,"BM4",3.4940825,0.6850321,1.7751994,-0.439983813623818,15.40817691,18.63069094,2.92038762,0,3.0352484,0.475589,10.52698,0,0,0,14.729879,-0.52752229253652,-0.777288846902882,-0.0791468659202925,-0.163991081404933,0,0,0
2016,"KAR","BM4",-4.1302719,-1.990457,-0.6682574,10.94200184,15.30932011,17.90765067,3.44409597,0,2.7727831,0.5002472,11.73198423,0,0,0,13.18773922,4.1302719,0.6682574,1.990457,-0.325952920072808,1,1,0,"BM1",4.0855568,0.7013867,2.0360926,-0.380315640352896,15.29527115,17.33707887,2.951086924,0,2.9295645,0.4876976,14.017454,0,0,0,7.281766498,-0.582107091123357,-0.768923807488996,-0.0545409121865298,-0.066782818881065,1,0,0
